Brand Name,Sales in the Last Month,Price,URL
BIRCEN,1200,21.97,https://www.amazon.com/BIRCEN-Night-Vision-Glasses-Driving/dp/B0CTQDV2RX/ref=sr_1_87?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-87
HAOLOTA,900,20.78333333333333,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDQ0NDAzNjU1MDg4MjQ6MTcyMDY1OTk4MzpzcF9tdGY6MzAwMTgxMDI5NTc0MTAyOjowOjo&url=%2FHAOLOTA-Sunglasses-Rhinestone-Prescription-Protection%2Fdp%2FB0D1KX242M%2Fref%3Dsr_1_19_sspa%3Fdib%3DeyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U%26dib_tag%3Dse%26keywords%3DFit%2Bover%2Bglasses%26qid%3D1720659983%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
GEGURI,850,17.255333333333333,https://www.amazon.com/GEGURI-Sunglasses-Oversized-Polarized-Protection/dp/B0CM658X6L/ref=sr_1_30?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-30
JIANGTUN,800,15.99,https://www.amazon.com/Glasses-Prescription-Sunglasses-Polarized-Lenses/dp/B0793PCB46/ref=sr_1_63?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-63
Freeprint,700,19.89,https://www.amazon.com/Freeprint-Polarized-Glasses-Driving-Sunglasses/dp/B06XXSVM5S/ref=sr_1_130?dib=eyJ2IjoiMSJ9.d8oXMG8E9fRYFwGviNRnVcCy0qhyklFKAiCuWewTLIVF5GARE2m6pad6XgC80oYN0ZibyZA3I6PNS094vTkSye3xTOnGJDuLxg7ZaPt8wSHZG43ieNGu_9Oc5G3-I2DukOCVEOKwJkBxC2rc6WJKu5j2z6YEus74KrsYZCPEGQxk5k-jSAXFJ7rIEMpkTbbIJwrNYyaRjVW0IH91lG7188PxhJkw2XS6cKpwf5y1Tru_c51fczPz6NL-SYCHbcQcnY1osXPHyOStwp-yHE-LOe6zisqE3qVC6DZgmclcz4I.M2MPN9o6Ldq5zKB6QJtW3SLUbXZji4hm3Y0dMzrCtRg&dib_tag=se&keywords=Fit+over+glasses&qid=1720660002&sr=8-130
Success Eyewear,700,13.465,https://www.amazon.com/Sunglasses-Polarized-Prescription-Eyeglasses-Protection/dp/B07DJQB8XD/ref=sr_1_6?dib=eyJ2IjoiMSJ9.u8LslBHIONjYlcuS1P_eBgqK895aMiLpNcBwYIk965DWtgFGxnTbXeXVlzduQN2bbRU8yxSmUka7cZUMblIkFMRm7o55EEyEVlJvEPEOzMFrAScgCPcambA2UwCO3hlm57xjUclNtaMsDObldzEbU4Ke4WEW6S9rNHq8TVmSN9K3Ozjx3cEzHux9KmO1bPWnyHQhz0-r8DEpmXq9z0bUN4SxLoievD5GXXoJKcTnbd6N3CImrpQfrnbmoZQ5zddLNJwkOiDxhM9ce0JWh0Dzg0fj6kzJyqYQgU_1uEATHCA.LGMvnR1BBGeo1Go3KIK6CwF_Ol3gmjVWpHF473DQm-U&dib_tag=se&keywords=Fit+over+glasses&qid=1720659983&sr=8-6
Leoidou,650,17.615,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNTI0NjkwNzAxMjYyNTM0OjE3MjA2NjA1MjQ6c3BfbXRmOjMwMDAxMzg4NzIwMTQwMjo6MDo6&url=%2FLeoidou-Polarized-Sunglasses-Glasses-Wrap-around%2Fdp%2FB0B5DPZ8K1%2Fref%3Dsr_1_3798_sspa%3Fkeywords%3DFit%2Bover%2Bglasses%26qid%3D1720660524%26sr%3D8-3798-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Eyekepper,600,23.49,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2ODU4MDkzNTMzNTY3NjA2OjE3MjA2NjAxNzc6c3BfYXRmX25leHQ6MzAwMjc0MTYxMTg4NTAyOjowOjo&url=%2FEyeglasses-Anti-Blue-Blocking-Computer-Eyestrain%2Fdp%2FB07DBPPTG2%2Fref%3Dsr_1_1347_sspa%3Fkeywords%3DFit%2Bover%2Bglasses%26qid%3D1720660177%26sr%3D8-1347-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
FEISEDY,550,19.562142857142856,https://www.amazon.com/FEISEDY-Polarized-Sunglasses-Oversized-Prescription/dp/B0BGRS4S8J/ref=sr_1_92?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-92
FIMOSON,500,13.365,https://www.amazon.com/FIMOSON-Driving-Glasses-Sunglasses-Polarized/dp/B0D3G39NBP/ref=sr_1_78?dib=eyJ2IjoiMSJ9.PdOQVeDzCOgMHQnKpBa6QKpCCXRP0iWEp3AQPhcKVnFHyeFHKPmdit1TBKdHJWyfSc1sv3zob5FpDIRkTQKGpjhgQWYZO8vTRIsD5E8YctOjN5tLlOA39fU0Wt6pSTPbim0_094WwrPTTEixOzVREXScRGUSPxU2OchxPNWy1SWXNbt_GzpHu-yySRq5EX7pYIssTKNyBgC2KEltv1ulXMkHLVit0v-ty0aHTXkRIdM_pV5hVoMVoX1qZpGmXFYm6iEuZsPi7lyKf2e2kK9s2_rm8PQ5Keu7QBYWqvHwWsk.Z4ua-fmJ8vm9Fb-f0_5lny3vd6u6wy0DxOoOjyIXE_I&dib_tag=se&keywords=Fit+over+glasses&qid=1720659994&sr=8-78
